item_id	i_genre_c	i_title_c
1942	206	807
1943	19	920
1944	176	1060
1945	176	1061
1946	2	2475
1947	185	1295
1948	176	1980
1949	1	3150
1950	275	1733
1951	176	2349
1952	176	2350
1953	176	2351
1954	176	2352
1955	176	2353
1956	176	2354
1957	160	227
1958	206	1408
1959	238	1578
1960	177	3144
1961	251	2840
1962	231	2410
1963	176	1755
1964	233	2692
1965	185	1552
1966	86	2822
1967	156	2389
1968	176	2582
1969	206	2660
1970	238	1885
1971	238	1957
1972	115	2599
1973	167	2376
1974	297	2249
1975	94	2451
1976	1	1044
1977	94	2450
1978	13	1580
1979	13	2548
1980	210	639
1981	210	640
1982	64	2540
1983	64	2541
1984	64	2542
1985	64	2543
1986	202	636
1987	27	3301
1988	251	3153
1989	176	235
1990	185	1350
1991	176	2163
1992	259	965
1993	238	1616
1994	19	1615
1995	19	1614
1996	176	596
1997	206	3295
1998	215	1166
1999	187	2959
2000	73	2968
2001	275	978
2002	112	1946
2003	112	1945
2004	185	2272
2005	238	2845
2006	238	617
2007	238	863
2008	238	1459
2009	176	2935
2010	238	3246
2011	238	63
2012	238	169
2013	262	1380
2014	238	1394
2015	251	2337
2016	185	18
2017	238	208
2018	295	1495
2019	185	3138
2020	275	3156
2021	106	1158
2022	119	1447
2023	271	1161
2024	239	445
2025	275	1073
2026	275	1074
2027	275	1072
2028	43	2580
2029	177	191
2030	271	2951
2031	271	2950
2032	271	1712
2033	271	2505
2034	176	2583
2035	271	777
2036	238	312
2037	282	2087
2038	51	1599
2039	206	2285
2040	120	705
2041	120	706
2042	176	3048
2043	176	2770
2044	238	646
2045	81	24
2046	94	1349
2047	96	1042
2048	214	2987
2049	259	1205
2050	251	2070
2051	206	2849
2052	199	760
2053	206	2671
2054	244	2284
2055	92	2280
2056	206	2695
2057	176	13
2058	238	1331
2059	234	1692
2060	158	994
2061	206	389
2062	287	1923
2063	210	2058
2064	176	1213
2065	176	1566
2066	238	2175
2067	206	2182
2068	238	183
2069	185	15
2070	295	31
2071	187	2229
2072	176	466
2073	176	915
2074	215	1772
2075	238	251
2076	271	2299
2077	271	2300
2078	271	584
2079	271	585
2080	271	593
2081	176	2123
2082	271	1438
2083	238	81
2084	238	82
2085	238	80
2086	259	2545
2087	64	3049
2088	76	110
2089	291	1926
2090	89	3200
2091	33	1767
2092	86	2331
2093	86	318
2094	86	283
2095	86	666
2096	86	941
2097	1	218
2098	1	899
2099	238	660
2100	96	341
2101	176	145
2102	58	682
2103	238	716
2104	183	1765
2105	238	2615
2106	176	2481
2107	238	792
2108	271	2440
2109	86	3251
2110	277	1339
2111	259	775
2112	176	2051
2113	276	3151
2114	276	587
2115	176	229
2116	206	1092
2117	144	1649
2118	243	2457
2119	233	3075
2120	238	261
2121	278	1648
2122	144	860
2123	176	897
2124	56	1974
2125	251	142
2126	251	3169
2127	87	1890
2128	206	6
2129	238	2925
2130	176	2235
2131	238	875
2132	185	1928
2133	238	1078
2134	215	1209
2135	206	2101
2136	43	3091
2137	282	674
2138	251	1809
2139	183	1244
2140	176	1726
2141	187	1131
2142	238	1383
2143	176	1985
2144	252	2213
2145	185	2585
2146	206	1785
2147	176	2425
2148	176	917
2149	87	3307
2150	233	935
2151	195	1485
2152	238	1175
2153	238	1652
2154	238	2995
2155	238	3256
2156	238	1950
2157	76	2125
2158	76	592
2159	138	2072
2160	56	822
2161	26	2030
2162	176	544
2163	251	2978
2164	251	3287
2165	192	1941
2166	238	65
2167	1	377
2168	187	910
2169	235	931
2170	24	2825
2171	206	1798
2172	238	323
2173	238	2603
2174	274	2028
2175	271	2029
2176	271	2024
2177	271	2025
2178	271	2026
2179	271	2027
2180	238	1978
2181	33	2888
2182	33	2889
2183	33	2890
2184	33	2891
2185	271	867
2186	271	868
2187	271	1434
2188	271	1435
2189	271	1103
2190	271	2763
2191	271	1185
2192	271	1104
2193	271	728
2194	271	2761
2195	271	3267
2196	271	1449
2197	275	2929
2198	197	2539
2199	291	1075
2200	184	1542
2201	291	2969
2202	291	1543
2203	90	3177
2204	291	1541
2205	275	1530
2206	291	898
2207	291	1544
2208	291	1976
2209	275	2899
2210	296	2365
2211	296	2575
2212	206	2166
2213	258	2976
2214	238	943
2215	238	1784
2216	187	3089
2217	259	1527
2218	234	496
2219	238	803
2220	207	1108
2221	238	1738
2222	176	214
2223	247	2477
2224	144	2930
2225	259	1164
2226	234	1172
2227	176	1483
2228	238	1716
2229	61	2574
2230	234	3063
2231	176	351
2232	176	829
2233	187	2073
2234	52	186
2235	154	2775
2236	91	3245
2237	238	2882
2238	251	1810
2239	176	126
2240	295	189
2241	287	216
2242	160	2034
2243	271	386
2244	238	2065
2245	238	968
2246	277	1682
2247	238	3276
2248	206	3140
2249	195	1186
2250	195	1187
2251	176	880
2252	277	1340
2253	6	1525
2254	287	3067
2255	87	791
2256	9	2075
2257	206	2577
2258	238	3092
2259	225	1640
2260	264	1634
2261	238	2782
2262	238	1768
2263	238	271
2264	238	22
2265	238	1596
2266	120	3147
2267	238	1997
2268	9	1228
2269	176	478
2270	1	201
2271	185	701
2272	238	645
2273	271	1642
2274	92	2150
2275	238	2090
2276	238	2225
2277	238	1966
2278	196	1753
2279	195	1754
2280	2	109
2281	247	1993
2282	185	2438
2283	176	1138
2284	202	2239
2285	295	302
2286	238	1735
2287	1	3174
2288	238	1102
2289	238	2339
2290	176	821
2291	144	1538
2292	295	2709
2293	92	2982
2294	224	2981
2295	185	44
2296	185	60
2297	176	1489
2298	176	2846
2299	232	3288
2300	176	443
2301	238	484
2302	176	811
2303	238	90
2304	206	333
2305	238	1345
2306	234	1867
2307	295	2103
2308	176	1355
2309	195	2456
2310	271	3017
2311	271	2326
2312	271	3033
2313	271	1884
2314	271	2921
2315	176	1337
2316	271	549
2317	176	152
2318	271	740
2319	271	1035
2320	176	79
2321	176	78
2322	195	134
2323	176	944
2324	176	3132
2325	176	1149
2326	192	345
2327	176	2400
2328	176	2401
2329	144	1748
2330	251	2224
2331	84	2942
2332	295	2286
2333	185	595
2334	206	1934
2335	212	2936
2336	86	3120
2337	86	3119
2338	176	1800
2339	157	2290
2340	92	1499
2341	234	2773
2342	271	276
2343	94	1535
2344	94	1536
2345	94	43
2346	94	1537
2347	295	2992
2348	238	1311
2349	136	1906
2350	234	2195
2351	78	10
2352	292	206
2353	160	887
2354	185	2042
2355	238	515
2356	238	844
2357	289	1813
2358	206	3146
2359	92	589
2360	176	2240
2361	206	303
2362	238	3198
2363	295	2847
2364	295	2851
2365	216	324
2366	206	373
2367	247	1956
2368	159	55
2369	238	2211
2370	238	2226
2371	185	2430
2372	139	2604
2373	238	2748
2374	271	656
2375	271	850
2376	295	1473
2377	156	3291
2378	185	118
2379	234	2853
2380	176	413
2381	185	1082
2382	238	520
2383	200	1327
2384	176	2798
2385	176	2877
2386	238	495
2387	195	1132
2388	271	1133
2389	176	268
2390	140	798
2391	65	955
2392	248	1814
2393	176	2246
2394	248	2759
2395	144	2999
2396	245	3035
2397	271	1362
2398	9	2214
2399	9	2215
2400	92	857
2401	238	1561
2402	176	2023
2403	206	843
2404	251	1292
2405	160	54
2406	206	877
2407	176	2078
2408	261	2993
2409	176	1324
2410	64	2109
2411	64	2340
2412	251	2547
2413	297	114
2414	213	154
2415	272	755
2416	97	1293
2417	275	1983
2418	275	2304
2419	277	2412
2420	277	2413
2421	238	2443
2422	2	2598
2423	251	2453
2424	176	2893
2425	238	446
2426	238	1258
2427	57	1740
2428	176	1889
2429	176	2518
2430	34	3045
2431	233	420
2432	176	1025
2433	251	3290
2434	251	581
2435	297	1388
2436	297	1318
2437	176	609
2438	43	884
2439	238	664
2440	185	1301
2441	251	477
2442	238	2460
2443	238	2478
2444	234	2509
2445	238	3011
2446	238	763
2447	238	1038
2448	206	1676
2449	176	2880
2450	176	2251
2451	238	1842
2452	259	2116
2453	264	1192
2454	280	2774
2455	251	1055
2456	251	1517
2457	94	832
2458	282	1949
2459	200	1369
2460	1	1232
2461	1	1137
2462	1	865
2463	127	411
2464	95	1050
2465	233	1325
2466	160	1406
2467	63	2754
2468	238	1032
2469	185	2856
2470	206	1026
2471	216	1584
2472	238	1597
2473	1	2188
2474	238	2858
2475	259	246
2476	133	3007
2477	251	1848
2478	126	1051
2479	278	105
2480	261	2476
2481	176	700
2482	277	282
2483	238	325
2484	243	480
2485	185	693
2486	206	2997
2487	238	422
2488	234	491
2489	277	1289
2490	295	1533
2491	234	2191
2492	62	2531
2493	62	2532
2494	103	3229
2495	238	1915
2496	1	1086
2497	1	1725
2498	1	1759
2499	277	2459
2500	1	3000
2501	238	616
2502	271	1439
2503	238	2044
2504	176	309
2505	287	874
2506	3	2394
2507	234	2047
2508	185	3057
2509	206	234
2510	295	429
2511	238	1523
2512	234	125
2513	295	1696
2514	238	2562
2515	238	2963
2516	176	286
2517	195	472
2518	176	507
2519	295	649
2520	271	696
2521	271	697
2522	271	2461
2523	216	883
2524	64	985
2525	271	1146
2526	176	1165
2527	275	2325
2528	297	2565
2529	176	2923
2530	64	2130
2531	191	3292
2532	176	2492
2533	291	2189
2534	210	2779
2535	144	2528
2536	190	1969
2537	96	2432
2538	191	1744
2539	238	975
2540	176	3056
2541	176	1902
2542	176	1905
2543	176	1904
2544	176	1903
2545	283	767
2546	185	2303
2547	206	1510
2548	238	963
2549	176	3113
2550	213	1442
2551	238	1734
2552	238	174
2553	176	846
2554	261	1925
2555	144	2348
2556	295	1023
2557	295	2243
2558	275	177
2559	185	653
2560	200	1399
2561	73	1775
2562	295	2344
2563	295	2346
2564	296	3042
2565	185	3270
2566	238	3142
2567	238	914
2568	124	53
2569	238	2809
2570	176	1992
2571	251	2597
2572	297	1574
2573	295	2493
2574	176	1534
2575	234	23
2576	238	1724
2577	238	1864
2578	274	2718
2579	92	3278
2580	185	100
2581	176	1868
2582	176	2622
2583	176	1335
2584	238	344
2585	238	1887
2586	261	1610
2587	238	599
2588	262	1898
2589	251	1891
2590	238	1259
2591	176	2069
2592	206	2682
2593	238	2092
2594	206	2664
2595	238	2519
2596	295	1007
2597	295	1559
2598	251	2811
2599	10	1939
2600	238	220
2601	251	650
2602	64	240
2603	187	1049
2604	238	2521
2605	238	685
2606	238	2329
2607	238	2
2608	92	926
2609	145	3054
2610	238	1057
2611	238	1962
2612	254	2514
2613	238	3083
2614	176	835
2615	264	1397
2616	256	2601
2617	185	69
2618	238	928
2619	238	1404
2620	238	1865
2621	185	2902
2622	176	430
2623	176	738
2624	176	1212
2625	261	1257
2626	238	1274
2627	94	2623
2628	238	2839
2629	2	2932
2630	176	2986
2631	238	3098
2632	236	3106
2633	261	1363
2634	206	1200
2635	238	690
2636	176	812
2637	259	1278
2638	238	601
2639	238	3176
2640	238	1697
2641	23	26
2642	261	401
2643	251	166
2644	188	343
2645	160	2869
2646	238	922
2647	152	993
2648	238	1832
2649	238	2210
2650	185	2691
2651	238	3041
2652	64	428
2653	238	534
2654	126	904
2655	238	982
2656	238	2555
2657	238	173
2658	185	1855
2659	124	1154
2660	250	2916
2661	176	2113
2662	238	1460
2663	238	160
2664	185	2333
2665	238	3021
2666	234	2002
2667	238	2975
2668	238	2737
2669	238	1196
2670	234	1729
2671	176	2055
2672	138	2892
2673	238	2947
2674	238	3185
2675	261	2806
2676	1	2381
2677	238	2258
2678	201	2248
2679	185	1693
2680	238	1052
2681	295	768
2682	295	449
2683	287	67
2684	43	1763
2685	176	1004
2686	238	720
2687	144	281
2688	238	121
2689	238	3160
2690	238	2812
2691	238	2343
2692	295	2244
2693	238	871
2694	238	533
2695	238	3304
2696	238	3268
2697	206	864
2698	295	2178
2699	176	3218
2700	295	967
2701	176	1540
2702	176	360
2703	176	725
2704	176	925
2705	206	1243
2706	238	1464
2707	238	1837
2708	177	2702
2709	176	2703
2710	295	1316
2711	238	98
2712	247	70
2713	238	2611
2714	176	3187
2715	176	3188
2716	185	1711
2717	92	2275
2718	69	425
2719	176	780
2720	251	998
2721	238	1448
2722	187	2700
2723	247	3093
2724	176	3226
2725	195	498
2726	56	1330
2727	45	1841
2728	92	1870
2729	43	2854
2730	137	1094
2731	238	732
2732	238	2180
2733	216	244
2734	273	2619
2735	1	2699
2736	43	434
2737	176	1294
2738	234	457
2739	176	826
2740	1	1955
2741	206	2962
2742	126	288
2743	176	2736
2744	144	3006
2745	238	2161
2746	264	349
2747	238	3028
2748	238	427
2749	185	1320
2750	86	2327
2751	177	3233
2752	176	296
2753	234	380
2754	216	409
2755	176	606
2756	187	611
2757	185	1054
2758	176	845
2759	1	1626
2760	297	1850
2761	176	621
2762	92	2480
2763	185	3272
2764	295	810
2765	238	1595
2766	206	1942
2767	176	882
2768	185	2112
2769	210	3206
2770	234	340
2771	216	1181
2772	238	3289
2773	238	2799
2774	238	2074
2775	238	1639
2776	218	1622
2777	216	1560
2778	234	1081
2779	296	709
2780	275	473
2781	176	437
2782	261	369
2783	187	150
2784	271	397
2785	106	572
2786	238	2102
2787	176	2295
2788	238	2448
2789	271	3100
2790	291	1965
2791	295	2146
2792	251	902
2793	206	796
2794	238	467
2795	238	1419
2796	176	500
2797	178	842
2798	185	123
2799	225	200
2800	297	2624
2801	38	3217
2802	296	817
2803	290	350
2804	259	330
2805	238	442
2806	94	474
2807	238	757
2808	291	808
2809	238	2194
2810	1	2915
2811	176	3159
2812	247	1550
2813	176	3231
2814	176	1334
2815	2	1718
2816	96	2667
2817	176	3232
2818	176	2675
2819	192	756
2820	206	392
2821	176	2080
2822	160	2032
2823	160	1272
2824	160	2035
2825	160	2637
2826	144	3189
2827	138	231
2828	238	3085
2829	259	2447
2830	64	3019
2831	64	2129
2832	38	529
2833	238	938
2834	259	1036
2835	185	2742
2836	96	291
2837	287	1795
2838	238	1960
2839	238	3066
2840	124	702
2841	64	2957
2842	177	2756
2843	259	5
2844	176	164
2845	206	2672
2846	238	2614
2847	185	838
2848	238	1973
2849	251	1602
2850	215	672
2851	238	568
2852	154	694
2853	64	781
2854	64	784
2855	64	782
2856	64	783
2857	64	785
2858	225	856
2859	251	894
2860	42	2937
2861	42	2938
2862	42	2939
2863	94	2472
2864	1	259
2865	71	436
2866	1	402
2867	286	970
2868	176	1147
2869	238	1236
2870	190	1238
2871	238	1239
2872	176	1287
2873	185	1290
2874	82	2550
2875	251	1378
2876	206	3211
2877	238	648
2878	238	3166
2879	243	1249
2880	129	1778
2881	176	1975
2882	292	2743
2883	238	2956
2884	192	1348
2885	262	1451
2886	238	1462
2887	238	1520
2888	126	801
2889	257	634
2890	176	1588
2891	292	2499
2892	251	2328
2893	273	1557
2894	185	923
2895	238	254
2896	132	1681
2897	238	1812
2898	176	1386
2899	144	2523
2900	295	2710
2901	291	813
2902	297	854
2903	275	1384
2904	131	1417
2905	271	1421
2906	176	2052
2907	96	2764
2908	142	3076
2909	185	2525
2910	238	1826
2911	176	1893
2912	238	1938
2913	271	1961
2914	185	2009
2915	206	2041
2916	238	2064
2917	257	2744
2918	185	2100
2919	295	2152
2920	185	2157
2921	176	2177
2922	297	2237
2923	238	381
2924	259	1119
2925	176	2462
2926	251	2506
2927	259	2571
2928	238	1583
2929	176	1900
2930	206	313
2931	259	927
2932	94	1090
2933	176	1446
2934	178	2077
2935	92	2913
2936	206	198
2937	176	233
2938	185	2265
2939	87	2378
2940	251	2390
2941	233	2372
2942	187	108
2943	176	1112
2944	238	47
2945	176	19
2946	199	130
2947	206	1619
2948	185	3220
2949	176	900
2950	234	1034
2951	288	2271
2952	185	828
2953	176	2659
2954	281	514
2955	259	3203
2956	238	2385
2957	185	212
2958	278	1297
2959	271	1456
2960	295	1866
2961	176	518
2962	259	1248
2963	251	1801
2964	92	3104
2965	185	3154
2966	295	1573
2967	238	1739
2968	185	654
2969	160	1063
2970	185	3219
2971	185	354
2972	176	439
2973	238	2730
2974	185	1484
2975	238	1698
2976	238	3008
2977	275	536
2978	76	1381
2979	238	3099
2980	64	1199
2981	238	1466
2982	238	3126
2983	238	1454
2984	69	469
2985	141	1270
2986	238	1486
2987	271	1518
2988	216	1651
2989	176	1780
2990	185	2007
2991	158	3009
2992	86	284
2993	238	562
2994	176	2621
2995	176	3222
2996	238	1314
2997	200	149
2998	200	410
2999	278	1151
3000	278	1298
3001	245	1643
3002	278	2196
3003	176	2283
3004	278	2567
3005	145	2596
3006	135	2722
3007	176	2971
3008	206	1415
3009	144	830
3010	206	1781
3011	176	2522
3012	176	2728
3013	176	1402
3014	185	2079
3015	176	3087
3016	92	1968
3017	1	2666
3018	234	331
3019	176	28
3020	277	535
3021	73	1076
3022	176	1226
3023	176	1984
3024	1	2193
3025	295	2641
3026	1	2802
3027	238	2984
3028	238	3133
3029	83	1991
3030	1	1858
3031	185	1650
3032	297	1497
3033	73	1033
3034	297	753
3035	238	627
3036	176	356
3037	275	34
3038	238	122
3039	234	930
3040	73	1296
3041	238	404
3042	238	2254
3043	291	2428
3044	292	2427
3045	276	2417
3046	276	2420
3047	276	2421
3048	276	2418
3049	276	2419
3050	276	729
3051	43	2488
3052	251	2551
3053	176	2835
3054	296	2855
3055	214	390
3056	106	319
3057	106	320
3058	106	1088
3059	278	3224
3060	243	937
3061	234	263
3062	238	1857
3063	234	789
3064	234	788
3065	297	1087
3066	297	1833
3067	241	400
3068	251	974
3069	187	2399
3070	295	1056
3071	176	2366
3072	176	2367
3073	176	2368
3074	176	2398
3075	195	622
3076	195	3052
3077	195	3051
3078	195	3050
3079	198	2126
3080	87	2379
3081	33	2579
3082	128	2831
3083	257	490
3084	223	94
3085	86	1822
3086	86	1823
3087	86	1824
3088	31	366
3089	266	157
3090	238	2142
3091	277	1040
3092	271	2717
3093	43	46
3094	238	2602
3095	176	2741
3096	238	1774
3097	238	619
3098	176	504
3099	56	1008
3100	56	1234
3101	234	127
3102	206	1808
3103	238	2884
3104	176	3070
3105	238	1312
3106	261	651
3107	156	128
3108	92	203
3109	195	2094
3110	295	2203
3111	56	2653
3112	247	671
3113	259	730
3114	271	1150
3115	238	2256
3116	238	2391
3117	216	2636
3118	238	347
3119	262	1771
3120	238	2878
3121	206	3072
3122	43	361
3123	216	248
3124	261	285
3125	206	448
3126	56	2654
3127	104	3018
3128	261	512
3129	238	1579
3130	238	3010
3131	145	576
3132	176	1901
3133	73	2276
3134	145	59
3135	37	2293
3136	238	1227
3137	271	207
3138	258	655
3139	152	1144
3140	176	1621
3141	216	399
3142	63	972
3143	63	973
3144	251	1426
3145	94	1963
3146	94	1964
3147	94	452
3148	1	3001
3149	125	876
3150	2	1230
3151	176	1431
3152	176	1432
3153	152	1836
3154	152	1914
3155	291	2537
3156	56	2655
3157	56	2656
3158	216	712
3159	176	1627
3160	195	2610
3161	176	508
3162	176	2684
3163	247	406
3164	238	2279
3165	238	1283
3166	238	1080
3167	297	888
3168	86	3285
3169	185	597
3170	238	1053
3171	288	3259
3172	295	1494
3173	295	3205
3174	144	2347
3175	247	148
3176	86	1113
3177	238	1265
3178	176	1299
3179	19	1662
3180	297	1818
3181	2	2696
3182	261	3101
3183	176	3201
3184	259	3227
3185	261	463
3186	176	952
3187	238	1528
3188	176	1802
3189	238	2183
3190	185	2228
3191	176	2924
3192	159	2983
3193	176	2170
3194	251	1195
3195	238	3275
3196	251	217
3197	238	689
3198	276	1400
3199	86	2777
3200	199	2411
3201	176	2605
3202	271	378
3203	275	454
3204	127	488
3205	295	719
3206	54	1620
3207	271	2305
3208	271	2306
3209	271	2307
3210	271	2416
3211	43	72
3212	271	2712
3213	238	2843
3214	238	151
3215	176	903
3216	271	1490
3217	259	2689
3218	295	2794
3219	233	3210
3220	176	1480
3221	176	2928
3222	238	3002
3223	251	71
3224	251	61
3225	295	391
3226	176	553
3227	234	971
3228	215	2217
3229	176	2490
3230	176	35
3231	292	557
3232	33	1223
3233	184	2222
3234	238	107
3235	176	2085
3236	176	2083
3237	238	2230
3238	262	2665
3239	238	2876
3240	214	545
3241	206	684
3242	23	2887
3243	291	3286
3244	1	196
3245	234	252
3246	176	479
3247	185	550
3248	176	698
3249	206	1792
3250	238	2837
3251	23	1393
3252	271	147
3253	212	2169
3254	238	2745
3255	233	3181
3256	233	3186
3257	185	111
3258	43	249
3259	185	699
3260	185	889
3261	238	1251
3262	238	3130
3263	176	2785
3264	215	3112
3265	271	3129
3266	206	3269
3267	245	743
3268	176	329
3269	185	294
3270	234	269
3271	238	487
3272	238	1197
3273	238	2485
3274	271	1366
3275	271	1364
3276	271	1367
3277	239	999
3278	176	287
3279	176	362
3280	275	2503
3281	176	2247
3282	176	2860
3283	138	3161
3284	138	995
3285	195	33
3286	176	262
3287	271	695
3288	275	1190
3289	275	1532
3290	275	1633
3291	291	1668
3292	271	1669
3293	259	2308
3294	292	2576
3295	271	2725
3296	271	2724
3297	271	2767
3298	271	2768
3299	176	256
3300	97	827
3301	71	1174
3302	295	1173
3303	176	1913
3304	238	2494
3305	238	3005
3306	238	3096
3307	259	670
